ID,SMILES,Total_Score,pKd,k_off,SA,MW,QED,LogP
mol_809,"OC1CCC(Br)C(C(O)O)C1",0.6102,5.742,1.3464,4.21,225.08,0.442,0.22
mol_810,"CCNC(N)C1NN=C(O)C1C1CCCC(S)C1",0.6098,5.795,1.2658,5.19,272.42,0.388,0.83
mol_811,"O=C1CCN=C=CC12CCC(O)C2O",0.6096,5.829,1.2177,5.85,195.22,0.557,-0.31
mol_812,"CC1CCC2C(O)NC(C(O)O)C(O)C2C1CO",0.6093,5.786,1.2791,5.03,261.32,0.328,-1.78
mol_813,"CC1CCCC2C(CO)CC=C(CN)C12",0.6091,5.744,1.3427,4.28,209.33,0.683,1.94
mol_814,"O=C1NNC(C2NCCCC2NCCCCCO)N1",0.6090,5.737,1.3531,4.17,271.37,0.334,-1.00
mol_815,"CCC(=O)N1CC(C)CCC1C(NO)C1CCCN1",0.6089,5.743,1.3445,4.26,269.39,0.669,1.12
mol_816,"OC1CC(CBr)CCN1",0.6088,5.746,1.3396,4.32,194.07,0.602,0.70
mol_817,"CC(S)CC(O)C(N)F",0.6085,5.771,1.3018,4.77,153.22,0.403,0.31
mol_818,"CN1CCN=C2CCC3=C(C2)C(CCC3(C)C(O)CO)C2C=C1NCC2",0.6081,5.869,1.1625,6.72,359.51,0.660,2.07
mol_819,"CCSCC(C)NN",0.6079,5.726,1.3714,3.72,134.25,0.436,0.59
mol_820,"CCCC1COCC(OCC2CCCC(C)N2)C(CC)C(=O)N1",0.6073,5.753,1.3296,4.48,326.48,0.786,2.24
mol_821,"N#CC1=CN=C(N)NC1=CC1CCCC(O)C1",0.6072,5.753,1.3294,4.49,232.29,0.621,0.75
mol_822,"N=C=NC1N=CNC1C1CCCCC1",0.6070,5.763,1.3143,4.67,192.27,0.642,1.65
mol_823,"OC12CCCC1C1CCCCC1N2",0.6069,5.741,1.3481,4.28,181.28,0.595,1.64
mol_824,"OCCCCCNC1=NCCC1",0.6067,5.724,1.3748,2.58,170.26,0.603,0.93
mol_825,"CN1C2CC(CO)CCC2NC2C1C(=O)C1=NNNC1(C)N2CCC(O)O",0.6065,5.804,1.2526,5.46,382.47,0.292,-2.49
mol_826,"CC1=C(O)NCC2CNCCC12",0.6064,5.730,1.3642,4.12,168.24,0.496,0.60
mol_827,"C=CC=C1NCNC1CN",0.6064,5.773,1.2992,4.87,139.20,0.485,-0.47
mol_828,"CCC1C2C=CCCN2C(O)N1O",0.6061,5.771,1.3015,4.85,184.24,0.578,0.38
mol_829,"CC1CCC2C(N)NNC2C1",0.6060,5.759,1.3193,4.64,155.24,0.468,0.18
mol_830,"CNNCC1=CCC=C(Cl)C1",0.6059,5.724,1.3735,4.04,172.66,0.499,1.55
mol_831,"CNNC=CSCN=CCC1CCCCC1O",0.6055,5.769,1.3049,4.83,257.40,0.370,1.88
mol_832,"CC1CCCC(NO)C1CC1CC1",0.6054,5.721,1.3785,3.88,183.30,0.659,2.57
mol_833,"CCC1C=NNCCC1",0.6054,5.731,1.3633,4.16,126.20,0.564,1.38
mol_834,"NN1CNC(S)C2=C1CCCC2",0.6053,5.749,1.3346,4.48,185.30,0.386,0.81
mol_835,"N=C1NCCC2=C1CCCCO2",0.6052,5.721,1.3790,3.59,166.22,0.571,1.41
mol_836,"NC(=O)C1CCC=C(CC(=O)CCNC=O)CC1",0.6051,5.721,1.3793,3.43,252.31,0.397,0.68
mol_837,"CCCC1CNC(N)CC1CN",0.6051,5.743,1.3444,4.38,171.29,0.570,0.26
mol_838,"NC1C=CC2C(C3CCCS3)=NC(C3CCCCC3)NC2C1O",0.6049,5.782,1.2852,5.09,335.52,0.676,2.08
mol_839,"OC1CCC2C=NC(O)C3NCC1C23",0.6047,5.795,1.2663,5.33,196.25,0.483,-0.64
mol_840,"CCC1CC2C(O)NC(C)C2C(O)C1CC",0.6044,5.775,1.2959,4.97,227.35,0.667,1.35
mol_841,"C=CCCCCC",0.6044,5.719,1.3813,1.92,98.19,0.374,2.75
mol_842,"CC(N)C1=C(C2=CCCC(F)C2)NNC1C1CCC(I)C(O)C1",0.6041,5.796,1.2646,5.37,435.33,0.406,2.48
mol_843,"CON1C(O)=CC2CNNC2=C1CO",0.6040,5.767,1.3075,4.84,199.21,0.466,-0.81
mol_844,"FC1C=NCCC1Cl",0.6035,5.778,1.2909,5.06,135.57,0.446,1.41
mol_845,"CC(N)NC(O)C1NC=C(N)C1NC=N",0.6033,5.818,1.2330,5.82,214.27,0.154,-2.46
mol_846,"C1CCC(C2=NCC3CCC(N4CCCC4)CN23)CC1",0.6033,5.717,1.3844,3.50,275.44,0.771,2.91
mol_847,"NC1CCC2=C(C3CNC(=O)N3)CCNC21F",0.6026,5.775,1.2962,5.02,240.28,0.377,-0.26
mol_848,"OC1NC=NC2CCC(Br)CN21",0.6025,5.794,1.2672,5.39,234.10,0.583,0.08
mol_849,"NC(O)NC1CCCCC1C1CCCCC1",0.6024,5.716,1.3870,3.51,226.36,0.645,1.95
mol_850,"OCC1CCC(N2CC=CNC2)C(O)N1",0.6024,5.764,1.3129,4.82,213.28,0.464,-1.21
mol_851,"CC(O)=C1CCCC(O)NC2NCCC12",0.6022,5.755,1.3252,4.69,212.29,0.449,0.85
mol_852,"CC(C)C1CCC(NCN)CC1",0.6020,5.715,1.3881,2.60,170.30,0.633,1.71
mol_853,"OC(O)CNC1NC=C2C=C3CCCCC3N3CNNC3C21",0.6020,5.796,1.2640,5.44,307.40,0.369,-1.11
mol_854,"CC(C)CC1=C(O)NC=CC1",0.6019,5.715,1.3884,3.62,153.22,0.638,2.31
mol_855,"CCC1CCNCC=C1C",0.6018,5.715,1.3888,3.65,139.24,0.547,1.95
mol_856,"CNC1OC2C(C(C)O)NC(=O)N2C2CCCC(=C=N)C12",0.6018,5.795,1.2669,5.41,294.36,0.539,0.01
mol_857,"CN(C)NNC(CO)C1=CCCC=CC1",0.6014,5.728,1.3678,4.23,211.31,0.460,0.58
mol_858,"CN1CC(CCNC(=O)CC=C(O)C2CCCCC2)C=N1",0.6008,5.713,1.3916,3.76,293.41,0.739,2.45
mol_859,"O=C1NCNC2CCC(Br)CC12",0.6006,5.750,1.3332,4.64,233.11,0.601,0.60
mol_860,"CCS",0.6005,5.712,1.3925,2.82,62.14,0.397,0.94
mol_861,"CCS",0.6005,5.712,1.3925,2.82,62.14,0.397,0.94
mol_862,"CN(CC(N)=O)C(C)(C)O",0.6004,5.712,1.3929,3.03,146.19,0.509,-0.87
mol_863,"C1=NCCCC2CCCCC=12",0.5995,5.734,1.3587,4.39,149.24,0.502,2.57
mol_864,"CC1=C2CC(CN)NC(N)C2CC1",0.5995,5.749,1.3346,4.66,181.28,0.510,0.32
mol_865,"CCCCCCN",0.5993,5.710,1.3961,1.60,101.19,0.534,1.53
mol_866,"CCCCCCN",0.5993,5.710,1.3961,1.60,101.19,0.534,1.53
mol_867,"O=C1NCC=CC1=C1CCCCC1",0.5992,5.710,1.3964,3.15,177.25,0.563,1.93
mol_868,"CC1CNC(N)NC(=N)C1O",0.5991,5.773,1.2990,5.09,158.21,0.293,-1.60
mol_869,"CC1CCCC2C(N)NCCC12",0.5991,5.723,1.3753,4.22,168.28,0.572,1.32
mol_870,"C=C1C(=C(O)O)C(O)=CCN1N",0.5985,5.709,1.3982,3.97,170.17,0.313,0.46
mol_871,"OC1CC(Br)C(Br)C(O)C=N1",0.5983,5.789,1.2745,5.42,286.95,0.643,0.67
mol_872,"CCC1NC(=N)C2CCC(C)CC12",0.5981,5.742,1.3465,4.57,180.29,0.638,2.40
mol_873,"CCN(C)C1OCC1C1=CC(O)C2=CCN(CCC(N)O)C(O)C2O1",0.5981,5.792,1.2704,5.48,355.44,0.347,-1.22
mol_874,"CC1CC2CCCNC2CC1=N",0.5978,5.724,1.3740,4.28,166.27,0.565,1.80
mol_875,"C1=NNNC2CCCCC12",0.5975,5.737,1.3531,4.51,139.20,0.516,0.64
mol_876,"CC(N)(O)C1CCCC(C#N)C1",0.5970,5.721,1.3786,4.25,168.24,0.573,0.98
mol_877,"CC1CCCC(N)C(CN)OC(C)C1",0.5969,5.720,1.3804,4.23,200.33,0.670,1.26
mol_878,"OC(O)CS",0.5967,5.705,1.4036,3.18,94.14,0.295,-0.77
mol_879,"CC(O)=NC(C)(C)CCC(C)O",0.5967,5.705,1.4038,3.85,173.26,0.504,1.90
mol_880,"CCCC=C(NC(O)O)C(C=C(O)C(O)O)C1CCCC1",0.5960,5.718,1.3828,4.24,301.38,0.295,1.09
mol_881,"CC1CCCC(O)C(C)C1",0.5958,5.704,1.4064,3.15,142.24,0.514,2.19
mol_882,"CCCC(O)C(O)C1CC(NCC2CCC(C)CC2N(C)O)C2C(=C(O)CNC2NC)O1",0.5955,5.793,1.2684,5.58,456.63,0.253,0.92
mol_883,"NC1CCC(N)(O)CC1",0.5953,5.703,1.4077,3.46,130.19,0.388,-0.47
mol_884,"NC1NC(O)NC2OC(Br)C(O)CC12",0.5952,5.797,1.2626,5.67,268.11,0.332,-1.82
mol_885,"CC1(O)NCC2CCC(C(N)=O)C=C21",0.5952,5.740,1.3491,4.62,196.25,0.506,-0.26
mol_886,"NCCC(C(F)F)C(F)C=O",0.5952,5.730,1.3642,4.46,169.15,0.617,0.75
mol_887,"COC1CNC2=C=C(Cl)CC(C)=C2NCCC(N)N1",0.5948,5.802,1.2557,5.77,284.79,0.534,0.70
mol_888,"CNC(O)CCC(C)(O)NCC(C)S",0.5947,5.750,1.3334,4.82,222.35,0.309,-0.08
mol_889,"CC1=C=C(C2CCC(C)C=C2C)C(O)N1",0.5945,5.771,1.3024,5.19,205.30,0.508,2.33
mol_890,"COC(O)C1CC(=O)N(C2CCCCC2C)C1CO",0.5939,5.715,1.3887,4.24,271.36,0.740,0.74
mol_891,"CC1=C(N)NCC1I",0.5938,5.734,1.3583,4.57,224.04,0.466,0.58
mol_892,"CC1CC2CC=CCCC2C(O)N1",0.5938,5.733,1.3600,4.55,181.28,0.557,1.66
mol_893,"CC1C2CCCC3C2C(=NC2CCC4CC(O)CCC4C23)N1C",0.5937,5.764,1.3124,5.09,316.49,0.744,3.32
mol_894,"C=C1CNC2CCCCC2(C)NC(C2CCC=C(C)C2)C1",0.5937,5.746,1.3396,4.77,288.48,0.714,3.94
mol_895,"CCCC(CC(O)NC(N)N)C(C)(C)O",0.5933,5.711,1.3945,4.20,219.33,0.377,-0.33
mol_896,"CC(C)C1CNCNC1=N",0.5931,5.725,1.3718,4.44,141.22,0.494,0.39
mol_897,"CC1C=NC2CNCCC2CC(O)C1",0.5931,5.745,1.3417,4.77,196.29,0.602,0.83
mol_898,"CN=CC1CCCC2CC(NC3N=CNC4C5CCC=CC5C(CC5=NCOC5)C(C)C34)NCC12",0.5929,5.834,1.2109,6.45,480.70,0.417,3.24
mol_899,"CN=CCC1C=C(NC(CCC2CC(C)=CS2)C2(CC(N)=O)CO2)NC1",0.5929,5.799,1.2610,5.76,378.54,0.399,1.93
mol_900,"OC1CCC2C(C1)CC1OCCC1NC2O",0.5928,5.740,1.3495,4.69,227.30,0.554,0.23
mol_901,"OC(O)CCN1NCNC1C1CCCCC1",0.5928,5.698,1.4153,3.94,229.32,0.509,-0.04
mol_902,"CCC1CC2CNCC2CNC1O",0.5925,5.726,1.3705,4.47,184.28,0.544,0.16
mol_903,"COC1C(O)C(O)C2CCCC3CCC(C)C1C32",0.5925,5.720,1.3807,4.36,254.37,0.750,1.82
mol_904,"CC1CC2NNC(O)C3C4CCCC(CO)C4CC3C2C1",0.5924,5.763,1.3132,5.12,294.44,0.592,1.49
mol_905,"CN1CSC2C=CC(Cl)CC(O)C2C2CCNCC21",0.5922,5.767,1.3075,5.20,302.87,0.525,1.51
mol_906,"NC1CCC(N)C(O)C1",0.5921,5.697,1.4175,3.83,130.19,0.401,-0.81
mol_907,"IC1CCNC2NCCC12",0.5918,5.749,1.3350,4.88,252.10,0.490,0.72
mol_908,"IC1CCNC2NCCC12",0.5918,5.749,1.3350,4.88,252.10,0.490,0.72
mol_909,"CCC(Br)CC",0.5918,5.696,1.4184,2.91,151.05,0.532,2.57
mol_910,"COC1CC(C(=N)O)=CC(C)C1",0.5916,5.719,1.3826,4.37,169.22,0.490,1.89
mol_911,"CNCCC1C=CNCC1",0.5915,5.701,1.4113,4.08,140.23,0.603,0.72
mol_912,"CC=C=C1CN(C)CC2C(I)CCC12",0.5915,5.757,1.3227,5.04,303.19,0.378,2.86
mol_913,"CC(CC(=O)NCCO)C(O)CO",0.5913,5.695,1.4200,3.17,191.23,0.410,-1.53
mol_914,"NC(O)=C1CCC2=CCNCC2C1",0.5912,5.712,1.3926,4.28,180.25,0.385,1.04
mol_915,"CCN1C2=C(CCC=C=C2)CNC2C(CCNC2O)CC(C)C1C",0.5912,5.805,1.2516,5.93,331.50,0.646,2.38
mol_916,"CC=CC1NC1C",0.5909,5.729,1.3657,4.57,97.16,0.381,0.92
mol_917,"OCCNCC1CC2=C(C3CCC4CCCCC4N3)COC2CN1",0.5908,5.735,1.3573,4.67,335.49,0.445,0.94
mol_918,"NCNC(N)CNC1C=CNC1",0.5906,5.757,1.3228,5.06,171.25,0.304,-2.15
mol_919,"COC1CC(F)C(C)C(CCCCCO)C1",0.5900,5.694,1.4231,4.01,232.34,0.713,2.94
mol_920,"CC1=CC(C(O)O)C(C)C(O)=N1",0.5900,5.730,1.3649,4.61,171.20,0.501,0.42
mol_921,"CC(O)C1=C(O)C(O)C(C)CC1",0.5898,5.710,1.3959,4.29,172.22,0.552,0.97
mol_922,"CN1CCC2CCCC3NCCC1C23",0.5895,5.696,1.4190,4.06,194.32,0.628,1.47
mol_923,"CNC(N)=C(N)C(C)=C(C)Br",0.5891,5.691,1.4266,3.87,220.11,0.608,0.98
mol_924,"CC1CC(=N)N(O)C1",0.5891,5.712,1.3924,4.34,114.15,0.487,0.69
mol_925,"CC(=O)OC1=C(N)N=C(N)C1",0.5890,5.691,1.4269,3.54,155.16,0.496,-0.56
mol_926,"CC(O)CC1CC(C)NC(=O)C1F",0.5890,5.720,1.3808,4.47,189.23,0.669,0.62
mol_927,"COC1C(O)CC=C2CC(Cl)CCC21",0.5889,5.724,1.3744,4.54,216.71,0.538,2.10
mol_928,"CNC1OC(C2=C(Cl)CCCC2)CC2CCCC=C21",0.5889,5.723,1.3761,4.52,281.83,0.769,4.11
mol_929,"CCC(C)C1C(O)CCNC1C1CCC(N)CC1O",0.5886,5.731,1.3627,4.67,270.42,0.613,0.86
mol_930,"CC1CCC2C(=N1)NCCC2Cl",0.5884,5.730,1.3647,4.66,186.69,0.574,1.78
mol_931,"NC1=NC=C2N=C(F)C=C21",0.5884,5.720,1.3801,4.49,137.12,0.519,0.51
mol_932,"CCNCNC1CNCNC1C1CC1",0.5883,5.717,1.3856,4.44,198.31,0.353,-0.56
mol_933,"CC1CCCC2CCCC12C",0.5877,5.689,1.4309,3.39,152.28,0.497,3.61
mol_934,"N=COO",0.5875,5.721,1.3787,4.53,61.04,0.195,0.08
mol_935,"CN1CC2CC(O)CC(O)C2C2CCNC(O)C21",0.5870,5.743,1.3440,4.93,256.35,0.446,-1.02
mol_936,"CC1C(O)COC1NC(O)CCC=CCCC(O)CCO",0.5869,5.728,1.3671,4.68,303.40,0.290,0.11
mol_937,"CC1CCC2=C(O)NCCC2N(C)C1O",0.5867,5.725,1.3732,4.62,212.29,0.556,0.80
mol_938,"CCNC1C(=O)CN(C2CCC(CO)CC2)C=C1C",0.5867,5.687,1.4341,3.72,266.38,0.805,1.30
mol_939,"CC(O)C(N)CC(Cl)=C(O)Cl",0.5867,5.708,1.3997,4.34,200.06,0.601,1.29
mol_940,"N=C1NC(=O)C2C(F)CCCC12",0.5866,5.716,1.3860,4.49,170.19,0.556,0.85
mol_941,"CC(O)C1CC(=O)NC(O)C1",0.5863,5.701,1.4110,4.24,159.19,0.469,-0.79
mol_942,"CC(C=C=CC1CC(O)NN1)CCCF",0.5863,5.771,1.3024,5.44,214.28,0.604,1.27
mol_943,"FC1CCC(C2=NCCC(C3CCNC4CCCN43)N2)CC1",0.5862,5.716,1.3865,4.49,308.45,0.820,2.06
mol_944,"CC1CC(C(=N)N)CC(O)N1",0.5858,5.727,1.3689,4.69,157.22,0.309,-0.37
mol_945,"CCC1CNC(=[SH](O)(O)F)C2N=CNC12",0.5855,5.798,1.2621,5.97,237.30,0.340,0.48
mol_946,"OC1NCCCC23CC2CC=CN13",0.5855,5.765,1.3100,5.37,180.25,0.574,0.62
mol_947,"CC1CNC(N)=CC1C1C(C(O)O)CCN1CO",0.5853,5.748,1.3360,5.07,257.33,0.398,-1.41
mol_948,"CC1NC2CCC(O)C(C(N)=O)C2C1Br",0.5853,5.737,1.3537,4.87,277.16,0.590,-0.02
mol_949,"CCCC1CC(O)C=C2C=C(C3CCC(O)C3)C(OC)C=C2C1=O",0.5849,5.738,1.3514,4.91,332.44,0.831,2.71
mol_950,"CCCC1CNNC(C)N1",0.5843,5.720,1.3806,4.61,143.23,0.517,0.20
mol_951,"CC1=CNC(N)CC1C1CCNC(N)N1",0.5843,5.758,1.3210,5.27,211.31,0.383,-1.02
mol_952,"C1=C2C(CCN1)NCNC1C2C2NCCCC2N1CC1CCCCC1",0.5843,5.739,1.3509,4.93,345.54,0.609,1.34
mol_953,"CC1(O)CCCC1=C1CCCCC1",0.5843,5.682,1.4417,3.42,180.29,0.568,3.18
mol_954,"OC(O)C1=CCNC2NC=CC12",0.5835,5.752,1.3305,5.19,168.20,0.296,-1.11
mol_955,"CCNC1CC(CO)CC(C)=C1C(O)NC",0.5832,5.704,1.4055,4.39,228.34,0.401,0.22
mol_956,"OC1NC(O)C(O)C(C2CCCCC2)N1",0.5830,5.703,1.4079,4.37,216.28,0.391,-0.92
mol_957,"O=C(O)C(O)C1CC=CCC1",0.5829,5.680,1.4461,3.62,156.18,0.581,0.79
mol_958,"CC1CC(I)C(C(N)O)C(Cl)C1O",0.5827,5.752,1.3307,5.21,319.57,0.378,0.69
mol_959,"CCCC(=C(O)O)C1NC(O)CNC1N",0.5824,5.739,1.3505,4.99,217.27,0.348,-0.72
mol_960,"NC1C=C(C2CCCCC2OC(CO)CC=O)CN1",0.5823,5.727,1.3701,4.78,268.36,0.477,0.33
mol_961,"CCN1CNCC1N1CCCNC1O",0.5823,5.708,1.3994,4.48,200.29,0.521,-1.23
mol_962,"CC1=CNCCC1Br",0.5822,5.708,1.3992,4.48,176.06,0.553,1.65
mol_963,"O=C1NCC2C(O)CC(C3NNC4NNC(O)C43)CC12",0.5814,5.779,1.2892,5.74,283.33,0.273,-3.04
mol_964,"CC1CNC(N)CC1CC(N)O",0.5814,5.728,1.3673,4.84,173.26,0.411,-0.82
mol_965,"CC(C)(C)C1COc2ccnc(O)c2C1=O",0.5813,5.677,1.4511,3.65,221.26,0.728,2.02
mol_966,"C1CC2(CCN1)CC2",0.5813,5.677,1.4511,3.12,111.19,0.494,1.15
mol_967,"CN(C)C(C(O)O)C1CCCCC1",0.5813,5.677,1.4512,3.30,187.28,0.643,0.81
mol_968,"CC(O)C(N)NC1CCC1",0.5809,5.676,1.4525,3.54,144.22,0.480,-0.21
mol_969,"N=C(O)C1=C=C(F)CCC1",0.5808,5.709,1.3982,4.53,141.14,0.327,2.08
mol_970,"CC(F)C(F)(F)F",0.5807,5.675,1.4530,3.02,116.06,0.424,1.91
mol_971,"OC1NCC2=C1CCC(F)=C2",0.5807,5.712,1.3929,4.59,155.17,0.543,0.85
mol_972,"CC1CCC2C(N)N=CN(C)C2C1",0.5806,5.716,1.3860,4.67,181.28,0.607,1.05
mol_973,"CC1=C2C3C(=C4OC(C)NN4C2O)CCCC3=C2C1=C(O)C(C)N=C=[SH]2(O)OC1CCN(C)CC1",0.5805,5.790,1.2737,5.96,504.65,0.288,3.25
mol_974,"CC1C(=N)OC2CNCC(O)C2C1O",0.5803,5.741,1.3480,5.08,200.24,0.401,-1.06
mol_975,"C1CCC2NNCC2C1",0.5802,5.674,1.4547,3.99,126.20,0.498,0.65
mol_976,"C1CCC2NNCC2C1",0.5802,5.674,1.4547,3.99,126.20,0.498,0.65
mol_977,"CC1CC(O)C2CCNC(F)C2C1",0.5801,5.710,1.3967,4.57,187.26,0.560,1.30
mol_978,"C=C1CC(C)(C)CC(O)=C1O",0.5800,5.674,1.4553,3.46,154.21,0.563,2.69
mol_979,"CC(N=C1CN(CCN)CN1)N(C)O",0.5800,5.712,1.3926,4.61,201.27,0.502,-1.13
mol_980,"OC(O)C1=C2NCCN=C2NC2=CCCCC21",0.5798,5.692,1.4251,4.29,235.29,0.476,-0.16
mol_981,"NCC1NC=CC2=C1CC(O)N2",0.5797,5.734,1.3587,4.98,167.21,0.404,-1.00
mol_982,"CCCCNCCCCOC1C(OC)N=C(NC(O)NC)C1C(O)NC",0.5797,5.725,1.3722,4.84,375.51,0.172,-0.83
mol_983,"CCC(O)CNC",0.5795,5.673,1.4569,2.88,103.16,0.526,-0.02
mol_984,"CC(O)C1CCNC(N)=C1F",0.5795,5.693,1.4233,4.32,160.19,0.509,0.07
mol_985,"CCC(OC1NC2CCCCC2OC1O)C(O)C(OC)OC",0.5794,5.727,1.3695,4.87,319.40,0.583,0.34
mol_986,"CC1=C2C=C(N)NCC2CN1",0.5794,5.705,1.4045,4.51,151.21,0.452,-0.12
mol_987,"OC1=CC(Br)CCC1",0.5792,5.676,1.4519,4.06,177.04,0.563,2.38
mol_988,"NC(=O)NC1CCCC(N2CNC(CN3CC(O)C4CCN5C6=CCCC=C6NC5C4C3O)N2)C1",0.5790,5.775,1.2956,5.74,488.64,0.268,-0.92
mol_989,"CCN(CC)C1=C(O)C2=C(N)OCCC2C1",0.5789,5.672,1.4587,3.94,224.30,0.766,1.71
mol_990,"NC1N=CNC2C(CO)CCCC12",0.5789,5.724,1.3741,4.84,183.26,0.522,-0.32
mol_991,"CCCCCCCC",0.5787,5.672,1.4595,1.30,114.23,0.481,3.37
mol_992,"CNC1CCNC2NCNC12",0.5785,5.728,1.3680,4.92,156.23,0.370,-1.59
mol_993,"CC1CC1NC(O)C1NC(=O)C2CCCCC21",0.5785,5.699,1.4135,4.45,238.33,0.631,0.61
mol_994,"N=C=C1NC(N)CC2CC(O)COC12",0.5780,5.759,1.3190,5.48,197.24,0.381,-0.84
mol_995,"CC(N)CC1(N=NN=CN)CCCC1N",0.5780,5.750,1.3340,5.31,212.30,0.270,0.33
mol_996,"CC(O)CC(N)C(=N)N",0.5779,5.671,1.4607,4.01,131.18,0.293,-0.98
mol_997,"O=C1NCCC2CCCCC12",0.5778,5.670,1.4623,3.15,153.22,0.558,1.31
mol_998,"O=C1NCCC2CCCCC12",0.5778,5.670,1.4623,3.15,153.22,0.558,1.31
mol_999,"O=C1NCCC2CCCCC12",0.5778,5.670,1.4623,3.15,153.23,0.558,1.31
mol_1000,"CCSC1CCCCC1C1CNOC1",0.5777,5.703,1.4082,4.53,215.36,0.781,2.45
mol_1001,"CC1C2CCC(O)C(C(O)C3CCCC3)C2NN1C",0.5776,5.715,1.3890,4.72,268.40,0.703,1.13
mol_1002,"CC1CNNC2CCCCC12",0.5776,5.684,1.4392,4.22,154.26,0.549,1.29
mol_1003,"CNCC1C(N=C(N)O)NC(=O)N1C",0.5776,5.713,1.3915,4.70,201.23,0.327,-1.57
mol_1004,"CCCC1CC=NCCC1",0.5774,5.669,1.4636,3.53,139.24,0.557,2.66
mol_1005,"CC(C)C1CCC(F)C=C1O",0.5771,5.688,1.4326,4.30,158.22,0.622,2.83
mol_1006,"CC(=C1C=NN=N1)C(O)O",0.5768,5.702,1.4092,4.54,141.13,0.505,0.02
mol_1007,"CC1CC(NN)CCN1",0.5766,5.668,1.4662,3.96,129.21,0.333,-0.41
mol_1008,"NC1CCC(Br)CC1",0.5765,5.667,1.4667,2.86,178.07,0.560,1.65
mol_1009,"NC1CCC(Br)CC1",0.5765,5.667,1.4667,2.86,178.07,0.560,1.65
mol_1010,"CCN1C(=N)CC2C(O)C(N)CC(I)C2C1O",0.5762,5.749,1.3356,5.35,353.20,0.398,0.14
mol_1011,"CC1CNN2C3CCCCC3C(C3CCC(O)C(O)C3)C12",0.5758,5.721,1.3784,4.89,294.44,0.686,1.52
mol_1012,"COC(=N)C1NC(C(=O)C2=C=C(OC)CCC2)CC(O)C(O)N1",0.5756,5.760,1.3184,5.56,325.37,0.265,-0.62
mol_1013,"COC(=CC(=N[SH](O)C(C)CCO)C1CCC(F)C(C2NOC3=C2C(O)N(C)C2C(F)C32)C1)C(O)O",0.5754,5.814,1.2394,6.57,537.63,0.099,0.94
mol_1014,"CN1C(O)C(O)NC2CCCCC21",0.5753,5.687,1.4333,4.35,186.25,0.476,-0.53
mol_1015,"NC(O)C(O)CCS",0.5752,5.691,1.4278,4.40,137.20,0.296,-1.06
mol_1016,"CC(N)(O)CCS",0.5751,5.679,1.4465,4.23,121.20,0.355,-0.03
mol_1017,"CC(N)(O)CCS",0.5751,5.679,1.4465,4.23,121.21,0.355,-0.03
mol_1018,"CC1CCC(N(N)O)CC1N",0.5750,5.685,1.4374,4.32,159.23,0.374,0.07
mol_1019,"CC(O)C1C=C(CO)CC1C(N)O",0.5750,5.719,1.3827,4.87,187.24,0.344,-0.80
mol_1020,"NC1CC=C(I)CC1O",0.5749,5.699,1.4146,4.54,239.06,0.614,0.79
mol_1021,"NC1CC=C(I)CC1O",0.5749,5.699,1.4146,4.54,239.06,0.614,0.79
mol_1022,"C=CC1CCNC(F)C1",0.5747,5.697,1.4174,4.52,129.18,0.417,1.47
mol_1023,"CC(=O)N=C1CCC2NC3=NCC(C)(O)N3C2C1",0.5743,5.719,1.3821,4.90,250.30,0.628,-0.12
mol_1024,"CC1CC(O)C(O)C(C(C)O)C1",0.5742,5.665,1.4707,4.03,174.24,0.529,0.14
mol_1025,"CCN(CC1CCCN1)C1NC(=O)NC2C3CNN=C3C(C=O)OCC21",0.5734,5.750,1.3341,5.45,364.45,0.459,-1.14
mol_1026,"O=C1NCC2CCCC(O)C12",0.5733,5.661,1.4774,3.80,155.20,0.513,-0.11
mol_1027,"CN1CNC2CCC=CC(=O)C21",0.5732,5.683,1.4412,4.34,166.22,0.555,0.14
mol_1028,"CC1=NNCN1C1CC1CN",0.5730,5.703,1.4077,4.67,154.22,0.565,-0.47
mol_1029,"N=C1C=C2CNCCC2CCC1O",0.5727,5.676,1.4519,4.25,180.25,0.514,0.70
mol_1030,"CC(C)C=C=C1C2CCCN=C2C2CCC(O)C(O)C12",0.5725,5.727,1.3692,5.09,275.39,0.722,2.34
mol_1031,"CCC(N)C1(C)CC(OC2CCCC(C)C2)C(C)C(CO)N1",0.5724,5.711,1.3952,4.81,312.50,0.729,2.44
mol_1032,"COCC(O)N1NCC2=C1CC(C=O)CC2",0.5724,5.710,1.3965,4.80,226.28,0.662,0.02
mol_1033,"OC1C=CC2CCCCC2C1",0.5722,5.659,1.4809,3.72,152.24,0.527,2.11
mol_1034,"N=C1N=C=CCC2C1CCC(O)C2O",0.5720,5.751,1.3313,5.52,194.23,0.520,0.34
mol_1035,"CCC(CO)C(N=C(O)c1c[nH]cn1)OC",0.5717,5.695,1.4214,4.57,227.26,0.493,0.71
mol_1036,"NCC1=C=C(NC(N)N)C(S)C(O)CC1",0.5713,5.746,1.3393,5.45,230.34,0.203,-1.40
mol_1037,"CC1CCCC(O)=C1O",0.5712,5.657,1.4843,3.54,128.17,0.524,2.13
mol_1038,"N=C(O)C1CCNCC1N",0.5712,5.672,1.4585,4.23,143.19,0.294,-0.54
mol_1039,"NC(O)=NCC1CC(C(O)O)C(S)CC1O",0.5712,5.730,1.3649,5.17,250.32,0.164,-1.14
mol_1040,"CC1CNC(N)C1C1CCCN1",0.5711,5.695,1.4211,4.59,169.27,0.513,-0.12
